Scenario number, Iteration number, Agent number, # of targets collected, # of steps, Agent happiness, Max happiness, Min happiness, Average happiness, Standard deviation of happiness, Agent competitivness
2,7,4,5,1003,0.00498007968127,0.00499001996008,0.00498007968127,0.00498306077386,3.97561645784e-06,0
2,7,5,5,1003,0.00498007968127,0.00499001996008,0.00498007968127,0.00498306077386,3.97561645784e-06,0
2,8,1,5,1005,0.00497017892644,0.00497512437811,0.00497017892644,0.00497116801677,1.97818066724e-06,0
2,8,2,5,1005,0.00497017892644,0.00497512437811,0.00497017892644,0.00497116801677,1.97818066724e-06,0
2,8,3,5,1004,0.00497512437811,0.00497512437811,0.00497017892644,0.00497116801677,1.97818066724e-06,0
2,8,4,5,1005,0.00497017892644,0.00497512437811,0.00497017892644,0.00497116801677,1.97818066724e-06,0
2,8,5,5,1005,0.00497017892644,0.00497512437811,0.00497017892644,0.00497116801677,1.97818066724e-06,0
2,9,1,5,1124,0.00444444444444,0.00444444444444,0.00443655723159,0.00444207758012,3.15523566551e-06,0
2,9,2,5,1125,0.0044404973357,0.00444444444444,0.00443655723159,0.00444207758012,3.15523566551e-06,0
2,9,3,5,1124,0.00444444444444,0.00444444444444,0.00443655723159,0.00444207758012,3.15523566551e-06,0
2,9,4,5,1124,0.00444444444444,0.00444444444444,0.00443655723159,0.00444207758012,3.15523566551e-06,0
2,9,5,5,1126,0.00443655723159,0.00444444444444,0.00443655723159,0.00444207758012,3.15523566551e-06,0
2,10,1,5,972,0.00513874614594,0.00513874614594,0.00513347022587,0.00513452540989,2.11036802708e-06,0
2,10,2,5,973,0.00513347022587,0.00513874614594,0.00513347022587,0.00513452540989,2.11036802708e-06,0
2,10,3,5,973,0.00513347022587,0.00513874614594,0.00513347022587,0.00513452540989,2.11036802708e-06,0
2,10,4,5,973,0.00513347022587,0.00513874614594,0.00513347022587,0.00513452540989,2.11036802708e-06,0
2,10,5,5,973,0.00513347022587,0.00513874614594,0.00513347022587,0.00513452540989,2.11036802708e-06,0
3,1,1,5,434,0.0114942528736,0.0114942528736,0.00689655172414,0.00827586206897,0.00183908045977,1.0
3,1,2,3,434,0.00689655172414,0.0114942528736,0.00689655172414,0.00827586206897,0.00183908045977,0.0
3,1,3,3,434,0.00689655172414,0.0114942528736,0.00689655172414,0.00827586206897,0.00183908045977,0.0
3,1,4,4,434,0.00919540229885,0.0114942528736,0.00689655172414,0.00827586206897,0.00183908045977,0.5
3,1,5,3,434,0.00689655172414,0.0114942528736,0.00689655172414,0.00827586206897,0.00183908045977,0.0
3,2,1,3,566,0.00529100529101,0.00881834215168,0.00529100529101,0.00599647266314,0.00141093474427,0.0
3,2,2,5,566,0.00881834215168,0.00881834215168,0.00529100529101,0.00599647266314,0.00141093474427,1.0
3,2,3,3,566,0.00529100529101,0.00881834215168,0.00529100529101,0.00599647266314,0.00141093474427,0.0
3,2,4,3,566,0.00529100529101,0.00881834215168,0.00529100529101,0.00599647266314,0.00141093474427,0.0
3,2,5,3,566,0.00529100529101,0.00881834215168,0.00529100529101,0.00599647266314,0.00141093474427,0.0
3,3,1,5,540,0.00924214417745,0.00924214417745,0.00369685767098,0.00665434380776,0.00188503494033,1.0
3,3,2,4,540,0.00739371534196,0.00924214417745,0.00369685767098,0.00665434380776,0.00188503494033,0.666666666667
3,3,3,3,540,0.00554528650647,0.00924214417745,0.00369685767098,0.00665434380776,0.00188503494033,0.333333333333
3,3,4,4,540,0.00739371534196,0.00924214417745,0.00369685767098,0.00665434380776,0.00188503494033,0.666666666667
3,3,5,2,540,0.00369685767098,0.00924214417745,0.00369685767098,0.00665434380776,0.00188503494033,0.0
3,4,1,2,448,0.00445434298441,0.011135857461,0.00445434298441,0.00668151447661,0.00243974413143,0.0
3,4,2,3,448,0.00668151447661,0.011135857461,0.00445434298441,0.00668151447661,0.00243974413143,0.333333333333
3,4,3,3,448,0.00668151447661,0.011135857461,0.00445434298441,0.00668151447661,0.00243974413143,0.333333333333
3,4,4,5,448,0.011135857461,0.011135857461,0.00445434298441,0.00668151447661,0.00243974413143,1.0
3,4,5,2,448,0.00445434298441,0.011135857461,0.00445434298441,0.00668151447661,0.00243974413143,0.0
3,5,1,4,775,0.00515463917526,0.00644329896907,0.00386597938144,0.00515463917526,0.000815020015507,0.5
3,5,2,5,775,0.00644329896907,0.00644329896907,0.00386597938144,0.00515463917526,0.000815020015507,1.0
3,5,3,4,775,0.00515463917526,0.00644329896907,0.00386597938144,0.00515463917526,0.000815020015507,0.5
3,5,4,3,775,0.00386597938144,0.00644329896907,0.00386597938144,0.00515463917526,0.000815020015507,0.0
3,5,5,4,775,0.00515463917526,0.00644329896907,0.00386597938144,0.00515463917526,0.000815020015507,0.5
3,6,1,5,796,0.00627352572146,0.00627352572146,0.00501882057716,0.00526976160602,0.000501882057716,1.0
3,6,2,4,796,0.00501882057716,0.00627352572146,0.00501882057716,0.00526976160602,0.000501882057716,0.0
3,6,3,4,796,0.00501882057716,0.00627352572146,0.00501882057716,0.00526976160602,0.000501882057716,0.0
3,6,4,4,796,0.00501882057716,0.00627352572146,0.00501882057716,0.00526976160602,0.000501882057716,0.0
3,6,5,4,796,0.00501882057716,0.00627352572146,0.00501882057716,0.00526976160602,0.000501882057716,0.0
3,7,1,3,426,0.00702576112412,0.0117096018735,0.00468384074941,0.00796582775341,0.00238701453328,0.333333333333
3,7,2,2,426,0.00468384074941,0.0117096018735,0.00468384074941,0.00796582775341,0.00238701453328,0.0
3,7,3,4,426,0.00936768149883,0.0117096018735,0.00468384074941,0.00796582775341,0.00238701453328,0.666666666667
3,7,4,5,426,0.0117096018735,0.0117096018735,0.00468384074941,0.00796582775341,0.00238701453328,1.0
3,7,5,3,425,0.00704225352113,0.0117096018735,0.00468384074941,0.00796582775341,0.00238701453328,0.335680751174
3,8,1,4,760,0.00525624178712,0.0065703022339,0.00394218134034,0.00525624178712,0.000831084798993,0.5
3,8,2,4,760,0.00525624178712,0.0065703022339,0.00394218134034,0.00525624178712,0.000831084798993,0.5
3,8,3,3,760,0.00394218134034,0.0065703022339,0.00394218134034,0.00525624178712,0.000831084798993,0.0
3,8,4,5,760,0.0065703022339,0.0065703022339,0.00394218134034,0.00525624178712,0.000831084798993,1.0
3,8,5,4,760,0.00525624178712,0.0065703022339,0.00394218134034,0.00525624178712,0.000831084798993,0.5
3,9,1,2,433,0.00460829493088,0.0115207373272,0.00460829493088,0.00691244239631,0.00252406708528,0.0
3,9,2,3,433,0.00691244239631,0.0115207373272,0.00460829493088,0.00691244239631,0.00252406708528,0.333333333333
3,9,3,3,433,0.00691244239631,0.0115207373272,0.00460829493088,0.00691244239631,0.00252406708528,0.333333333333
3,9,4,2,433,0.00460829493088,0.0115207373272,0.00460829493088,0.00691244239631,0.00252406708528,0.0
3,9,5,5,433,0.0115207373272,0.0115207373272,0.00460829493088,0.00691244239631,0.00252406708528,1.0
3,10,1,5,264,0.0188679245283,0.0188679245283,0.00377358490566,0.00905660377358,0.00564778473475,1.0
3,10,2,1,264,0.00377358490566,0.0188679245283,0.00377358490566,0.00905660377358,0.00564778473475,0.0
3,10,3,2,264,0.00754716981132,0.0188679245283,0.00377358490566,0.00905660377358,0.00564778473475,0.25
3,10,4,3,264,0.011320754717,0.0188679245283,0.00377358490566,0.00905660377358,0.00564778473475,0.5
3,10,5,1,264,0.00377358490566,0.0188679245283,0.00377358490566,0.00905660377358,0.00564778473475,0.0
